categoria,email
Shelf Life,"From. Meghan Rushing <meghan.rushing@basf.com> 
Sent. Monday. December 03. 2018 10.15 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>. Meuse. Derek [VISUS] <DMeuse@its.jnj.com>
Cc. Samantha H Leible <samantha.hetherington@basf.com>. Guido Baumoeller <guido.baumoeller@basf.com>. Livio Graziano Budroni <livio.budroni@basf.com>. Glasiela Lemos Anconi Passos <glasiela.passos@basf.com>. DANIEL RINCO TONIETTI <daniel.tonietti@basf.com>. Chris Tan <xueyuchris.tan@basf.com>
Subject. [EXTERNAL] Luvigel EM - Shelf Life and Specification Adjustment

All.

Please see attached communication for Luvigel EM.

Should you have any further questions please reach out directly to me.

Thanks.

Meghan


Dr. Meghan Rushing
Global Technical Key Account Manager

Phone. +1 914 785-3817. Mobile. +1-845-743-3837. Email. meghan.rushing@basf.com
Postal Address. BASF Corporation . . 500 White Plains Road. 10591 Tarrytown. United States
 
BASF Corporation
"
Shelf Life,"From. Ryan Quinn [mailto.ryan.quinn@floratech.com] 
Sent. Monday. July 23. 2018 3.25 AM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Cc. Linh Nguyen <linh.nguyen@floratech.com>. Brian Pickel <Brian.Pickel@floratech.com>
Subject. [EXTERNAL] J&J Specification Receipt Feedback Request. RM-017683 Rev 7 2nd Request

Dear Sir or Madam. 

After a close review of the specifications for Floraesters K-100 Jojoba (RM-017683). the shelf-life should be 24 months. instead of 12. All other portions of the specifications are correct. Please let me know the next steps in order for this change to take place. 

Thank you.

Ryan Quinn
Director of Quality and Regulatory Affairs
FLORATECH
291 E. El Prado Ct. Chandler. AZ 85225 
ph. 480-545-7000
"
Shelf Life,"From. Meghan Rushing <meghan.rushing@basf.com> 
Sent. Thursday. December 13. 2018 10.09 AM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>. Meuse. Derek [VISUS] <DMeuse@its.jnj.com>
Cc. Samantha H Leible <samantha.hetherington@basf.com>. Agnieszka Bogdzio <agnieszka.bogdzio@basf.com>. DANIEL RINCO TONIETTI <daniel.tonietti@basf.com>. Glasiela Lemos Anconi Passos <glasiela.passos@basf.com>. Guido Baumoeller <guido.baumoeller@basf.com>. Livio Graziano Budroni <livio.budroni@basf.com>. Chris Tan <xueyuchris.tan@basf.com>
Subject. [EXTERNAL] Shelf-Life. Article. and Spec Harmonization - Luvimer 100 P

Hello. 

Please see attached communication concerning Luvimer 100 P.  Should you have any questions. please reach out directly to me.

Thanks.

Meghan

Dr. Meghan Rushing
Global Technical Key Account Manager

Phone. +1 914 785-3817. Mobile. +1-845-743-3837. Email. meghan.rushing@basf.com
Postal Address. BASF Corporation . . 500 White Plains Road. 10591 Tarrytown. United States
 
BASF Corporation

"
Shelf Life,"From. Forrest Pawling
Date. 2018-11-12 14.34
To. zgl@babywipes.com.cn. Tiffany Hart. rmcquality@jnj.com
CC. Roger Reyna
Subject. RE. Re. PO for Benzyl AlcoholTongling Jieya_20180828 (210kg has always been our standard pkg size)
Folks.
 
Our factory package size for  Emerald Kalama has always been 210KG.
This is not a change and is the standard package size we offer to all J&J North America internal and external plants.
 
Here is the email supporting this when we agreed to supply your region for this small volume annual requirement.
 
I will reconnect on the shelf life inquiry clarification regarding JNJ listing shelf life at 1 year whereas manufacturer standard shelf life is 2 years as reported on the COA.
 
 
Sincerely.
 
Forrest Pawling
Mays Chemical Company
Cell 973-886-0132
"
Shelf Life,"From. Van Emburgh. Beth <Beth.Vanemburgh@croda.com> 
Sent. Thursday. December 27. 2018 8.35 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>. Global RMQ Team <RA-JNJIN-GlobalRMQT@ITS.JNJ.com>. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>
Cc. Reynen. Jennifer <Jennifer.Reynen@croda.com>
Subject. [EXTERNAL] CRODA. CONFIRMATION OF SPEC CHANGES NA22463 ON 17/12/2018

RMC team
This is the final change in retest interval from 12 months to 24 months for HERBAL COMPLEX 4SB. Article No. NA22463. 

We have updated our technical documentation and have appended.

The changes are the following.
Information.                   Temporary specifications
Change to.                     Final specifications



Beth Van Emburgh
Croda Inc.
Global Account Manager - Personal Care
Cell. 201.315.1560 
Email. Beth.VanEmburgh@croda.com

"
Shelf Life,"From. Hartung. Christian <christian.hartung@evonik.com> 
Sent. Friday. February 8. 2019 2.08 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>
Cc. Mu. Anne <anne.mu@evonik.com>. Spohrer. Maria <maria.spohrer@evonik.com>. McClure. Kara <kara.mcclure@evonik.com>
Subject. [EXTERNAL] Change of shelf life time - TEGOLON 12-10 (RMQ0009437) and TEGOLON 12-20 (RMQ0000213)

Dear valued customer.

Please be informed that we change our shelf life time for the products TEGOLON 12-10 (Nylon-12) and TEGOLON 12-20 (Nylon-12).

Memos regarding this change are attached.

In case of any question. please do not hesitate to contact us.

Best regards.
Christian



Dr. Christian Hartung
Head of R&D EMEA
Care Solutions
Phone +49 201 173-2732
christian.hartung@evonik.com

Evonik Nutrition & Care GmbH
Goldschmidtstraße 100
45127 Essen
Germany
www.evonik.com
www.evonik.com/personal-care
"
Shelf Life,"From. 欧洲区 <eu@ttca.com.cn> 
Sent. Monday. April 15. 2019 2.48 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Cc. joelam <joe.lam@cellmark.com>. jason yu <jason.yu@cellmark.com>. jenny.chan <jenny.chan@cellmark.com>. hilda yu <hilda.yu@cellmark.com>
Subject. [EXTERNAL] change proposal from TTCA CO..LTD


Dear J&J team. 

Hello. we have change proposal for shelf life and please kindly check the email in attachment. If any questions . please feel free to contact us.
Best Regards 

--
Miss Smile Wang  

   
TTCA CO..LTD
TEL.+86-536-4936917     Mobile. +86-13583651936
Email. eu@ttca.com.cn 
"
Shelf Life,"From. Reynen. Jennifer
Sent. Monday. June 24. 2019 10.45.15 AM
To. Kenny. Graeme
Cc. Bird. Amber. Steele. Karen
Subject. J&J Complaint # 200104999 
 
Good morning Graeme.
 
Hope all is well.  J&J/Neutrogena has rejected 480 kg of SP INCROQUAT BEHENYL TMS MBAL-PA-(MH). total order value is $3.456.00.  I have included the long text from the complaint below.  Will you approve this return and advise who is responsible for the return freight?  Also. will there be a restocking fee?
 
Customer is rejecting this material. batch 0001304526. because it is short on shelf life according to their internal spec.  Material was manufactured 11/27/17. and according to their internal spec it expires 5/27/19.  They are requesting to return the material for full credit.  I have sent them 100 kg of the 4B01 code as replacement to get them through immediate production.
 
SP INCROQUAT BEHENYL TMS MBAL-PA-(MH) HA41040/0080/4F40 is an exclusive code for J&J and their contract manufacturers.
 
Credit.  480 kg  X  $7.20/kg = $3.456.00
 
Please let me know if you have any questions.
 
Thank you and have a great day!
 
Jennifer Reynen
Senior Customer Service Representative
Croda. Inc
Phone.  909-597-3513 
Fax.  909-606-0735
 
"
Shelf Life,"From. Bruni. Giada [CONIT] 
Sent. Wednesday. July 17. 2019 5.35 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Cc. Giammo'. Annalisa [CONIT] <agiammo@ITS.JNJ.com>
Subject. ORAMIX CG110 - pH specifications and Shelf life extensions

Dears.

Please find attached the supplier notification about ORAMIX™ CG100 -  pH specifications & Shelf life extensions we received from Pomezia plant.

Please do not hesitate to contact me if you need further information.

Thanks a lot

Wish you a nice day

Best regards

"
Shelf Life,"From. Van Emburgh. Beth <Beth.Vanemburgh@croda.com> 
Sent. Tuesday. October 9. 2018 2.04 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>
Cc. Penistone. Angelina <Angelina.Penistone@croda.com>. Smith. Mark R. [CPCUS] <Msmith3@its.jnj.com>
Subject. [EXTERNAL] CONFIRMATION OF SPEC CHANGES RM-010444

Dear J&J 

Please be advised that we updated our technical documentation of AVOCADIN ® HU25. Article No. NA22395
RM-010444

The changes are the following.
Confirmation of  Interval of retest at 24 months
Definition of expiry date at  . 36 months


Thanks for your cooperation.
Touami -- Caussé Catherine
Customer Service Team Leader 
CRODAROM SAS
ZA Les Plaines
48230 CHANAC
 0033 4 66 48 40 51
 0033 4 66 48 28 41
"
Shelf Life,"From. 欧洲区 <eu@ttca.com.cn> 
Sent. Monday. April 15. 2019 2.48 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Cc. joelam <joe.lam@cellmark.com>. jason yu <jason.yu@cellmark.com>. jenny.chan <jenny.chan@cellmark.com>. hilda yu <hilda.yu@cellmark.com>
Subject. [EXTERNAL] change proposal from TTCA CO..LTD


Dear J&J team. 

Hello. we have change proposal for shelf life and please kindly check the email in attachment. If any questions . please feel free to contact us.
Best Regards 

--
Miss Smile Wang  

   
TTCA CO..LTD
TEL.+86-536-4936917     Mobile. +86-13583651936
Email. eu@ttca.com.cn 
"
Shelf Life,"From. Gaibiselis. Andrew <agaibiselis@accupac.com> 
Sent. Thursday. October 3. 2019 2.54 PM
To. Kolibas. Gregory [CPCUS] <GKolibas@its.jnj.com>. Suchecki. Paul [CPCUS] <PSuchec1@ITS.JNJ.com>. Garavaglia. Michael [CPCUS] <MGaravag@its.jnj.com>. Smith. Mark R. [CPCUS] <Msmith3@its.jnj.com>
Cc. Abobi. Soada <sabobi@accupac.com>. Muniz. John <JMuniz@accupac.com>. Greene. Darrell <dgreene@accupac.com>
Subject. [EXTERNAL] 730RM004584 @*CELLULOSE GUM 7MF FCC
Importance. High

Good Afternoon Greg.

Accupac’s most recent receipt of material RM-004584 was received from Ashland with a mfg date of 4/26/18.  Per spec RM-004584 Rev 7. this material has a 12-month shelf life and the material should be considered expired upon receipt and rejected.  Ashland’s CoA states material is best used within 3 years of date of manufacture and after speaking with a representative from Ashland. they had advised they refuse to follow J&J’s material specification requirements and will not have any additional material available from another lot to send Accupac.

Would J&J be willing to update their specification to align with Ashland’s shelf life requirements – or permit Accupac to use the material received in commercial production based on Ashland’s material shelf life?

Accupac needs this material for scheduled manufacturing starting 10/9/19 and micro testing is required.




Andrew Gaibiselis
PROJECT MANAGER
Direct. (215) 256-7033
Cell. (267) 664-4989
 
HEADQUARTERS
1501 Industrial Blvd
Mainland. PA 19451
"
Shelf Life,"From. ALINE JULIANA FRANCO <aline.franco@basf.com> 
Sent. Thursday. August 22. 2019 5.05 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Subject. [EXTERNAL] EMC-Internal N° 2048 – Bisabolol rac. shelflife adjustment - JnJ item. 115050

Dear JnJ team.

Please find attached a new EMC-Internal - product circular n° 2048 – Bisabolol rac

Herewith. we like to inform that we adjust the shelf-life of our Bisabolol rac.. after we reviewed our analytical data. Bisabolol rac. (PRD 30035139)

JnJ item. 115050

Best Regards
Aline Franco
Business Coordinator Personal Care

Phone. +55 11 2039-2536 / 855112536. Mobile. +55 11 94448-4250. Email. aline.franco@basf.com
Postal Address. BASF S.A.. . Avenida Nacoes Unidas. 14171. 04794-000 Sao Paulo. Brazil
 
"
Shelf Life,"From. Cabral. Mariana [CONBR] <MCabral4@its.jnj.com> 
Sent. Wednesday. October 16. 2019 12.26 AM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Cc. Santos. Diego [CONBR] <dsanto75@ITS.JNJ.com>. Ferraresso. Joao vitor [CONBR] <JFerrar9@ITS.JNJ.com>
Subject. Flavor Robertet

Hello team!

Can you check this shelf-life update? It is used globally and impact Medical Devices and it is a plant issue in LATAM. can you include in the triage meeting this week?

Thanks in advance. 
Mari
"
Site Change,"From. Todd Hotaling <todd@conaloe.com> 
Sent. Monday. July 22. 2019 6.08 AM
To. Tung. Weifong [NEUUS] <WTung@ITS.JNJ.com>
Cc. Carol Holmes <carol@conaloe.com>
Subject. [EXTERNAL] Moving to a new Facility

Hello Weifong. 

I trust you are well. 

We are going through a lot of changes here at CAC and one of these changes is we have started to move our operations from the 123 N. Orchard Street Suite 4a to a brand new facility at 20 West Tower Circle Ormond Beach. FL 32174

Attached you will find a letter for your records. 

Please contact Carol Holmes at carol@conaloe.com to schedule any future audits to certify the new facility. 

If you have any questions or concerns. please do not hesitate to contact Carol Holmes or myself. 

Best Regards. 
Todd Hotaling 
North American Sales Manager 
CAC - Concentrated Aloe Corporation
20 West Tower Circle  
Ormond Beach. FL 32174
800-638-0082 
386-673-4247 ext. 107
"
Site Change,"From. Bahar Dashti <bdashti1@KIKCORP.com> 
Sent. Wednesday. October 9. 2019 3.58 PM
To. Patel. Pratik [CPCUS] <ppatel56@its.jnj.com>
Subject. [EXTERNAL] TRI-K Plant Reallocation 

Hi Pratik.

Please see attached announcement from TRI-K.

I need to make sure there is no effect on our material.

Currently we are buying following materials from TRI-K.

RMS40002464
RM08409

If there is anything I should ask TRI-K. please let me know.

Thanks 

Bahar Dashti.
Material Planner 
KIK Custom Products. 13 Bethridge Rd. Etobicoke. Ontario. Canada. M9W 1M6  ph 416-740-7400 x201251 
"
Site Change,"From. Todd Hotaling <todd@conaloe.com> 
Sent. Monday. July 22. 2019 6.08 AM
To. Tung. Weifong [NEUUS] <WTung@ITS.JNJ.com>
Cc. Carol Holmes <carol@conaloe.com>
Subject. [EXTERNAL] Moving to a new Facility

Hello Weifong. 

I trust you are well. 

We are going through a lot of changes here at CAC and one of these changes is we have started to move our operations from the 123 N. Orchard Street Suite 4a to a brand new facility at 20 West Tower Circle Ormond Beach. FL 32174

Attached you will find a letter for your records. 

Please contact Carol Holmes at carol@conaloe.com to schedule any future audits to certify the new facility. 

If you have any questions or concerns. please do not hesitate to contact Carol Holmes or myself. 

Best Regards. 
Todd Hotaling 
North American Sales Manager 
CAC - Concentrated Aloe Corporation
20 West Tower Circle  
Ormond Beach. FL 32174
800-638-0082 
386-673-4247 ext. 107
"
Site Change,"From. Lee. Jeonghee (Joy) [CONKRSE] 
Sent. Wednesday. July 3. 2019 1.44 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Cc. Dubey. Priti [CONIN] <PDUBEY7@ITS.JNJ.com>. Pandey. Poonam [CONIN] <PPandey@its.jnj.com>. Jang. Sang Jin (SJ) [CONKRSE] <sjang9@ITS.JNJ.com>
Subject. FW. [ PO - 3001630853 ] 73838 BASF HK / 20190628 26w PO

Hi RMC Team.

BASF informed us that manufacturing site of Kolliphor P 188 (BASF) (5003125) has been changed from Washington to Geismar. With this mfg site change. product name also changed slightly like below.

(Previous ex Washington site)
Article Number . 50253396
Product Name . Kolliphor P 188

(New ex Geismar Site)
Article Number . 50424307
Product Name . Kolliphor P 188 Geismar

Please help to update new mfg site in our SPEC. As of current. next requirement is 2020. so you can have enough time to update but let’s target to complete it by Q3. Thank you.


Regards. Joy

"
Site Change,"From. Wilbur. M. (Mark) <mark.wilbur@nouryon.com> 
Sent. Tuesday. November 6. 2018 2.38 AM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>. Global RMQ Team <RA-JNJIN-GlobalRMQT@ITS.JNJ.com>
Cc. Dutriaux. Matthieu [CPCUS] <MDutriau@its.jnj.com>. Camilo. Steven [CPCUS] <SCamilo5@its.jnj.com>. Crimmins. D. (Dennis) <dennis.crimmins@nouryon.com>. Luketic. D. (Donna) <donna.luketic@nouryon.com>. Teasdale. W. (Will) <william.teasdale@nouryon.com>. Cocuzza. D. (Devon) <Devon.Cocuzza@nouryon.com>
Subject. [EXTERNAL] CHANGE NOTICE. RM0008131. Structure PS-111. New Production Site

RE. Structure PS-111. Sodium Hydrolyzed Potato Starch Dodecenylsuccinate. RM008131. New Manufacturing Location

Hello RMC
I am the global account manager with Nouryon (formerly Akzo Nobel) for J&J and we would like to make a change in manufacturing location for Structure PS-111.

As part of the business continuity plan for Structure PS-111 we have completed the investment in our Chattanooga. TN facility and can now make Structure PS-111 there.
We will continue to make Structure PS-111 at our current site in Salisbury. NC during your review and approval of Chattanooga.  

We have manufactured three commercial lots in Chattanooga and have a summary report that are now ready for review by your RMC team. 
Please let us know where to send the samples and report.  Our goal is to be able to supply J&J from our Chattanooga. TN location by Q3 2019.

Thank you for the assistance.
Mark.

Mark Wilbur
Global Account Manager
Surface Chemistry. Personal Care
Nouryon


M. +1 203-414-8139
E. mark.wilbur@nouryon.com

Surface Chemistry
525 W. Van Buren Street
Chicago. IL 60607
USA
"
Site Change,"From. josy.hatada@symrise.com <josy.hatada@symrise.com> 
Sent. Monday. November 26. 2018 6.51 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>
Cc. tani.cabo@symrise.com. josy.hatada@symrise.com
Subject. [EXTERNAL] Hydrolite 6 Qualification of new manufacturing site in Mexico

Dear RMC team.

We have a new product code. Hydrolite 6 Monterrey 821138

This production supports the growing demand of this product and also help us with the limitation of production due to the REACH regulation in Europe.


This Mexican quality is 100% equivalent to the Holzminden quality.


We have 3 batches ready in Monterrey for sampling. could you pls confirm to whom it should be shipped in India?
10700003
10700004
10700005


You will find attached a formal letter. the specification and the flowchart



(See attached file. 821138_HYDROLITE6_new production site_112018.pdf)


(See attached file. 821138_Hydrolite 6_flowchart_112018.pdf)

(See attached file. 821138 Analytical Specification by mySAP_MX01 Standard date 19 11 2018.pdf)

Could you please evaluate the estimated deadline to get the approval of this new source?

Please feel free to contact me in case of any question.

Thank you!
Kind regards.



Josy Hatada
Global Account Director
Cosmetic Ingredients Division
300 North Street
Teterboro. NJ 07608
(201) 388 1006
"
Site Change,"From. Todd Hotaling <todd@conaloe.com> 
Sent. Monday. July 22. 2019 6.08 AM
To. Tung. Weifong [NEUUS] <WTung@ITS.JNJ.com>
Cc. Carol Holmes <carol@conaloe.com>
Subject. [EXTERNAL] Moving to a new Facility

Hello Weifong. 

I trust you are well. 

We are going through a lot of changes here at CAC and one of these changes is we have started to move our operations from the 123 N. Orchard Street Suite 4a to a brand new facility at 20 West Tower Circle Ormond Beach. FL 32174

Attached you will find a letter for your records. 

Please contact Carol Holmes at carol@conaloe.com to schedule any future audits to certify the new facility. 

If you have any questions or concerns. please do not hesitate to contact Carol Holmes or myself. 

Best Regards. 
Todd Hotaling 
North American Sales Manager 
CAC - Concentrated Aloe Corporation
20 West Tower Circle  
Ormond Beach. FL 32174
800-638-0082 
386-673-4247 ext. 107
"
Site Change,"From. CLR Berlin <marketing@clr-berlin.com> 
Sent. Monday. March 4. 2019 6.31 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Subject. [EXTERNAL] New Manufacturing facility

Dear Sir or Madam.

The growing demand for our products over the past 5 years. as well as the development of our integrated management system in accordance with GMP standards. led to the decision to increase capacity by building a new manufacturing facility in. 

Sperenberger Straße 3 
12277 Berlin 
Germany 

As you know. we have already set up the administration at the new location. 

The relocation of the production site for all products. except for MPC - Milk Peptide Complex and Modukine. will take place successively in Q3 and Q4 2019.

If you have any questions or need further information. please contact me (reinhold@clr-berlin.com).

Best regards.

Wolfgang Reinhold
Director Quality Assurance

CLR
Chemisches Laboratorium Dr. Kurt Richter GmbH • 
Sperenberger Straße 3 • 12277 Berlin • Germany

Tel. +49 30 851026-0
Fax +49 30 851026-85
info@clr-berlin.com

"
Site Change,"From. Huzefa Malak <huzefa.malak@givaudan.com> 
Sent. Monday. February 25. 2019 6.57 AM
To. Kadam. Santosha [CONIN] <SKadam3@ITS.JNJ.com>
Subject. [EXTERNAL] Burst Fragrance | Qualification of Jigani Site
 
Dear Santosha
 
Hope you are doing fine!
 
We would want to qualify Givaudan production site @ Jigani. Bangalore for one of the selling fragrances - BURST (UAG04130/00). Currently it is supplied from Givaudan Singapore production site to J&J India. (category. Face-wash)
Please let us know if it is advisable to send you the oils for the above fragrance from Givaudan Jigani and Singapore production site for your analytical qualification purpose. or else please suggest an alternative.
Thanks to confirm.
 
Best Regards

Huzefa Malak
Key Account Manager

 
Phone. +912266625743 
Mobile. +919930020393
Givaudan (India) Pvt Ltd. MIDC Central Road. Andheri (E). 400 093 Mumbai Akruti. India
engage your senses. www.givaudan.com 
"
Site Change,"From. josy.hatada@symrise.com <josy.hatada@symrise.com> 
Sent. Friday. June 14. 2019 8.39 AM
To. Global RMQ Team <RA-JNJIN-GlobalRMQT@ITS.JNJ.com>
Cc. Bardfeld. Len [CPCUS] <Lbardfe@its.jnj.com>. tani.cabo@symrise.com
Subject. [EXTERNAL] SymOcide C - New manufactuting site

Dear RMC team. Happy Friday!

We would like to request the qualification of the new manufacturing site for SymOcide C.
Please find below the formal communication and let me know your comments regarding the timeline.

(See attached file. CustomerLetter 510633 SymOcide C manufacturing locations.pdf)

Thank you and have a nice weekend.

Kind regards.
Josy Hatada
Global Account Director
Cosmetic Ingredients Division
300 North Street
Teterboro. NJ 07608
O. (201) 462 2331
C. (201) 388 1006
"
Site Change,"From. Balvinder ADAT <Balvinder.ADAT@firmenich.com> 
Sent. Wednesday. November 7. 2018 3.48 AM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>
Cc. May CHIOH <May.CHIOH@firmenich.com>. Lei SONG <Lei.SONG@firmenich.com>. Brittany DEANGELIS <Brittany.DEANGELIS@firmenich.com>
Subject. [EXTERNAL] ADDITION OF FIRMENICH SINGAPORE AS A MANUFACTURING SITE FOR FRAGRANCE ITEM . FOREST GREEN 426407

Dear Change Control Team.

Please see attached a formal memo requesting the addition of Firmenich Singapore as a manufacturing site for Item Forest Green 426407 to allow for more cost effective delivered costs.

I look forward to hearing from you with regards any additional questions.

Best regards

BALVINDER ADAT 
SALES DIRECTOR. PERFUMERY
DIRECT LINE +1 609 580 4980 | MOBILE +1 609 712 1347 (GMT+-5)
FIRMENICH INC
250 PLAINSBORO ROAD | PLAINSBORO. NJ | 08536 | USA
Balvinder.adat@firmenich.com | http.//www.Firmenich.com
"
Site Change,"From. Arnie Esperance <AEsperance@gattefossecorp.com> 
Sent. Friday. November 02. 2018 4.59 PM
To. Smith. Mark R. [CPCUS] <Msmith3@its.jnj.com>
Subject. [EXTERNAL] IMPORTANT INFORMATION - EMULIUM DELTA MB - MULTISITE PRODUCTION

Dear Mark. 
Our records indicate that you have either purchased or sampled Gattefossé’s Emulium Delta MB (Code # 5910)
Please find the information on the addition of the new manufacturing site for Emulium Delta MB. The product will now be produced in 2 Gattefossé manufacturing facilities. Gattefossé SAS located in St. Priest. France and Gattefossé Asia Pacific PTE LTD located in Singapore.
Along with the announcement. you will find the results of the comparative studies done on the product from both industrial sites.
Please forward this information to all appropriate contacts in your organization.
Best regards.
Arnie
"
Site Change,"From. Mehta. Jay [CPCUS Non-J&J] 
Sent. Monday. October 15. 2018 11.50 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>. NA_RMC_Supplierchanges <RA-CPCUS_NA_RMC_Supp@ITS.JNJ.com>. Guevara. Jorge [CPCUS] <JGueva12@its.jnj.com>
Cc. Mittal. Sandeep [CONIN Non J&J] <smittal6@its.jnj.com>
Subject. New Change from Cabot
Importance. High

Hi Everyone.

Here’s a new change from Cabot for their manufacturing location in IL.

Could you do a where used on this and have it ready for the Wednesday Triage?

Jorge. Added you as an FYI & to have this put on the agenda. I’ll be managing this change.

Jay 
"
Site Change,"From. Fevola. Mike <mfevola@inolex.com> 
Sent. Monday. November 26. 2018 6.25 PM
To. Bardfeld. Len [CPCUS] <Lbardfe@its.jnj.com>
Cc. Knox. Art <aknox@inolex.com>. Caruso. Jeffrey <jcaruso@inolex.com>
Subject. [EXTERNAL] News from INOLEX
Importance. High

Dear Len.

I hope this message finds you well and that you enjoyed a nice Thanksgiving break.  

I wanted to share some exciting news from INOLEX ahead of the formal notification to J&J.  We are delighted to announce the establishment of new manufacturing operations in Charlotte. NC – the attached letter provides more details.  

Understanding that the Raw Materials Center will be tasked with completing most of the change management work on the J&J end. I wanted to personally bring this to your attention and let you know that INOLEX is fully prepared to support J&J through the transition in manufacturing locations.  INOLEX recognizes that J&J will have perhaps the most stringent QA requirements for qualification of raw materials coming from the new manufacturing location. and we are ready to help J&J facilitate the transition as quickly and as smoothly as possible.

On behalf of Art Knox (VP. Global Head of Sales) and Jeff Caruso (Global Key Account Director). we will gladly pay a visit to you and your team in Skillman to discuss any questions or concerns that you may have regarding INOLEX’s new manufacturing location.  Art and Jeff are cc.ed on this message and Jeff can take the lead on scheduling a visit at your convenience.  We would also welcome a key contact appointed from your team to coordinate with INOLEX so that we can ensure clear communications and timely follow-ups on any J&J requests associated with the transition.

I look forward to speaking with you soon.

Thanks. and Best Regards.
Mike


Michael J. Fevola PhD | vice president. research & development

2101 S. Swanson St.
Philadelphia. PA 19148-3497 USA

mobile 215 847-3530  
office   215 320 1512  
"
Site Change,"From. Naama Eylon <naama@sharon-labs.co.il> 
Sent. Thursday. May 23. 2019 6.26 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Subject. [EXTERNAL] FW. Paraben update - country of origin change in 2019 URGENT

 Dear Payal.
First I would like to introduce myself. my name is Naama Eylon. and I am the contact person for J&J globally.
CJP were extremely efficient to start the transition notice. at the same time that I started to update the purchasing team at J&J in order to start the transition process.

Would you be the contact person for all the sites. or just for India?

I will be happy to send samples right away. could you please provide me a shipping address and contact person for the package?



Best Regards.
Naama Eylon
VP - Personal Care 
Sharon Laboratories Ltd.
Mobile. 972-543310502

"
Site Change,"From. Surveys/VWRI <surveys@vwr.com> 
Sent. Monday. May 13. 2019 6.43 PM
To. Karmaygam. Kalaiselvan [CONCH NON-J&J] <KKarmayg@ITS.JNJ.com>
Subject. [EXTERNAL] RE. Quality Requirements - Anachemia - AIM.339685 *RA - 09.05.19

Dear Kalaiselvan Karmaygam.

VWR’s Anachemia site in Lachine Canada closed in October 2018.  The product they manufactured were transferred to other manufacturing sites. and Product Change Notifications were sent to impacted customer in March 2018.

Our records indicate that JnJ was not registered to receive Product Change Notifications for product manufactured at VWR’s Anachemia site in Lachine Canada.  Therefore. JnJ would not have received a Product Change Notification.

Please let us know if you have any questions

Thanks

Sanjay Kumar Rajan
Survey Coordinator
VWR. part of Avantor

VWR International. LLC

t 855 745 2687 X 294381
sanjay.rajan@avantorsciences.com
vwr.com
"
Site Change,"From. Capen. Amanda [CPCUS] 
Sent. Friday. March 22. 2019 8.45 PM
To. Guevara. Jorge [CPCUS] <JGueva12@its.jnj.com>. Nepal. Sakhil [CPCUS] <snepal@ITS.JNJ.com>. Kohlbecker. Steven [CPCUS] <SKohlbec@its.jnj.com>. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Subject. Unqualified Abil EM 180 at KIK
Importance. High

Hi Team. 

I received a note from Aric Glass this morning regarding a shipment of Abil EM 180 to KIK Rexdale.

Background. Abil EM 180 (manufactured by Evonik) is currently qualified onto RM-013708 (NA) and RM-015578 (APAC). The RM is single sourced from Evonik’s Essen. Germany manufacturing site. Evonik sent Abil EM 180 manufactured at their Hopewell. VA facility to KIK and Evonik said that they want us to qualify this Hopewell. VA site. 

I did some digging through EtQ and I don’t see any open projects for this new manufacturing site. 

Questions. 

 Did we receive this notification from Evonik in our mailbox? 
- Quick scan through the emails and it doesn’t look like we received this notification but please confirm

 Is Evonik able to replace the unqualified material with Abil EM 180 made at their Essen site?
- If not. how quickly do we need this new site qualified?

 APAC also uses this RM. Is the new manufacturing site needed there too?

@Raw Material Center Quality can you please assess the change and bring it to triage this upcoming week?

Best Regards.
"
